keyword,category,region,date,interest_value,day_of_week,is_holiday,holiday_name,year,month,week,day,dayofweek,is_weekend
lowongan kerja,Education & Career,ID,2025-10-29,85,Wednesday,False,,2025,10,44,29,2,False
lowongan kerja,Education & Career,ID,2025-10-30,84,Thursday,False,,2025,10,44,30,3,False
lowongan kerja,Education & Career,ID,2025-10-31,82,Friday,False,,2025,10,44,31,4,False
lowongan kerja,Education & Career,ID,2025-11-01,70,Saturday,False,,2025,11,44,1,5,True
lowongan kerja,Education & Career,ID,2025-11-02,70,Sunday,False,,2025,11,44,2,6,True
lowongan kerja,Education & Career,ID,2025-11-03,83,Monday,False,,2025,11,45,3,0,False
lowongan kerja,Education & Career,ID,2025-11-04,81,Tuesday,False,,2025,11,45,4,1,False
lowongan kerja,Education & Career,ID,2025-11-05,83,Wednesday,False,,2025,11,45,5,2,False
lowongan kerja,Education & Career,ID,2025-11-06,80,Thursday,False,,2025,11,45,6,3,False
lowongan kerja,Education & Career,ID,2025-11-07,74,Friday,False,,2025,11,45,7,4,False
lowongan kerja,Education & Career,ID,2025-11-08,67,Saturday,False,,2025,11,45,8,5,True
lowongan kerja,Education & Career,ID,2025-11-09,67,Sunday,False,,2025,11,45,9,6,True
lowongan kerja,Education & Career,ID,2025-11-10,84,Monday,False,,2025,11,46,10,0,False
lowongan kerja,Education & Career,ID,2025-11-11,82,Tuesday,False,,2025,11,46,11,1,False
lowongan kerja,Education & Career,ID,2025-11-12,88,Wednesday,False,,2025,11,46,12,2,False
lowongan kerja,Education & Career,ID,2025-11-13,81,Thursday,False,,2025,11,46,13,3,False
lowongan kerja,Education & Career,ID,2025-11-14,83,Friday,False,,2025,11,46,14,4,False
lowongan kerja,Education & Career,ID,2025-11-15,73,Saturday,False,,2025,11,46,15,5,True
lowongan kerja,Education & Career,ID,2025-11-16,66,Sunday,False,,2025,11,46,16,6,True
lowongan kerja,Education & Career,ID,2025-11-17,88,Monday,False,,2025,11,47,17,0,False
lowongan kerja,Education & Career,ID,2025-11-18,78,Tuesday,False,,2025,11,47,18,1,False
lowongan kerja,Education & Career,ID,2025-11-19,88,Wednesday,False,,2025,11,47,19,2,False
lowongan kerja,Education & Career,ID,2025-11-20,84,Thursday,False,,2025,11,47,20,3,False
lowongan kerja,Education & Career,ID,2025-11-21,76,Friday,False,,2025,11,47,21,4,False
lowongan kerja,Education & Career,ID,2025-11-22,68,Saturday,False,,2025,11,47,22,5,True
lowongan kerja,Education & Career,ID,2025-11-23,71,Sunday,False,,2025,11,47,23,6,True
lowongan kerja,Education & Career,ID,2025-11-24,85,Monday,False,,2025,11,48,24,0,False
lowongan kerja,Education & Career,ID,2025-11-25,76,Tuesday,False,,2025,11,48,25,1,False
lowongan kerja,Education & Career,ID,2025-11-26,76,Wednesday,False,,2025,11,48,26,2,False
lowongan kerja,Education & Career,ID,2025-11-27,79,Thursday,False,,2025,11,48,27,3,False
lowongan kerja,Education & Career,ID,2025-11-28,74,Friday,False,,2025,11,48,28,4,False
lowongan kerja,Education & Career,ID,2025-11-29,60,Saturday,False,,2025,11,48,29,5,True
lowongan kerja,Education & Career,ID,2025-11-30,60,Sunday,False,,2025,11,48,30,6,True
lowongan kerja,Education & Career,ID,2025-12-01,83,Monday,False,,2025,12,49,1,0,False
lowongan kerja,Education & Career,ID,2025-12-02,78,Tuesday,False,,2025,12,49,2,1,False
lowongan kerja,Education & Career,ID,2025-12-03,82,Wednesday,False,,2025,12,49,3,2,False
lowongan kerja,Education & Career,ID,2025-12-04,76,Thursday,False,,2025,12,49,4,3,False
lowongan kerja,Education & Career,ID,2025-12-05,75,Friday,False,,2025,12,49,5,4,False
lowongan kerja,Education & Career,ID,2025-12-06,62,Saturday,False,,2025,12,49,6,5,True
lowongan kerja,Education & Career,ID,2025-12-07,64,Sunday,False,,2025,12,49,7,6,True
lowongan kerja,Education & Career,ID,2025-12-08,78,Monday,False,,2025,12,50,8,0,False
lowongan kerja,Education & Career,ID,2025-12-09,79,Tuesday,False,,2025,12,50,9,1,False
lowongan kerja,Education & Career,ID,2025-12-10,76,Wednesday,False,,2025,12,50,10,2,False
lowongan kerja,Education & Career,ID,2025-12-11,75,Thursday,False,,2025,12,50,11,3,False
lowongan kerja,Education & Career,ID,2025-12-12,70,Friday,False,,2025,12,50,12,4,False
lowongan kerja,Education & Career,ID,2025-12-13,65,Saturday,False,,2025,12,50,13,5,True
lowongan kerja,Education & Career,ID,2025-12-14,59,Sunday,False,,2025,12,50,14,6,True
lowongan kerja,Education & Career,ID,2025-12-15,78,Monday,False,,2025,12,51,15,0,False
lowongan kerja,Education & Career,ID,2025-12-16,80,Tuesday,False,,2025,12,51,16,1,False
lowongan kerja,Education & Career,ID,2025-12-17,78,Wednesday,False,,2025,12,51,17,2,False
lowongan kerja,Education & Career,ID,2025-12-18,82,Thursday,False,,2025,12,51,18,3,False
lowongan kerja,Education & Career,ID,2025-12-19,71,Friday,False,,2025,12,51,19,4,False
lowongan kerja,Education & Career,ID,2025-12-20,57,Saturday,False,,2025,12,51,20,5,True
lowongan kerja,Education & Career,ID,2025-12-21,63,Sunday,False,,2025,12,51,21,6,True
makanan,Food & Culinary,ID,2025-09-19,64,Friday,False,,2025,9,38,19,4,False
makanan,Food & Culinary,ID,2025-09-20,61,Saturday,False,,2025,9,38,20,5,True
makanan,Food & Culinary,ID,2025-09-21,72,Sunday,False,,2025,9,38,21,6,True
makanan,Food & Culinary,ID,2025-09-22,84,Monday,False,,2025,9,39,22,0,False
makanan,Food & Culinary,ID,2025-09-23,89,Tuesday,False,,2025,9,39,23,1,False
makanan,Food & Culinary,ID,2025-09-24,91,Wednesday,False,,2025,9,39,24,2,False
makanan,Food & Culinary,ID,2025-09-25,87,Thursday,False,,2025,9,39,25,3,False
makanan,Food & Culinary,ID,2025-09-26,78,Friday,False,,2025,9,39,26,4,False
makanan,Food & Culinary,ID,2025-09-27,64,Saturday,False,,2025,9,39,27,5,True
makanan,Food & Culinary,ID,2025-09-28,73,Sunday,False,,2025,9,39,28,6,True
makanan,Food & Culinary,ID,2025-09-29,86,Monday,False,,2025,9,40,29,0,False
makanan,Food & Culinary,ID,2025-09-30,83,Tuesday,False,,2025,9,40,30,1,False
makanan,Food & Culinary,ID,2025-10-01,84,Wednesday,False,,2025,10,40,1,2,False
makanan,Food & Culinary,ID,2025-10-02,81,Thursday,False,,2025,10,40,2,3,False
makanan,Food & Culinary,ID,2025-10-03,80,Friday,False,,2025,10,40,3,4,False
makanan,Food & Culinary,ID,2025-10-04,63,Saturday,False,,2025,10,40,4,5,True
makanan,Food & Culinary,ID,2025-10-05,73,Sunday,False,,2025,10,40,5,6,True
makanan,Food & Culinary,ID,2025-10-06,87,Monday,False,,2025,10,41,6,0,False
makanan,Food & Culinary,ID,2025-10-07,88,Tuesday,False,,2025,10,41,7,1,False
makanan,Food & Culinary,ID,2025-10-08,83,Wednesday,False,,2025,10,41,8,2,False
makanan,Food & Culinary,ID,2025-10-09,84,Thursday,False,,2025,10,41,9,3,False
makanan,Food & Culinary,ID,2025-10-10,72,Friday,False,,2025,10,41,10,4,False
makanan,Food & Culinary,ID,2025-10-11,70,Saturday,False,,2025,10,41,11,5,True
makanan,Food & Culinary,ID,2025-10-12,75,Sunday,False,,2025,10,41,12,6,True
makanan,Food & Culinary,ID,2025-10-13,87,Monday,False,,2025,10,42,13,0,False
makanan,Food & Culinary,ID,2025-10-14,88,Tuesday,False,,2025,10,42,14,1,False
makanan,Food & Culinary,ID,2025-10-15,87,Wednesday,False,,2025,10,42,15,2,False
makanan,Food & Culinary,ID,2025-10-16,87,Thursday,False,,2025,10,42,16,3,False
makanan,Food & Culinary,ID,2025-10-17,74,Friday,False,,2025,10,42,17,4,False
makanan,Food & Culinary,ID,2025-10-18,64,Saturday,False,,2025,10,42,18,5,True
makanan,Food & Culinary,ID,2025-10-19,74,Sunday,False,,2025,10,42,19,6,True
makanan,Food & Culinary,ID,2025-10-20,83,Monday,False,,2025,10,43,20,0,False
makanan,Food & Culinary,ID,2025-10-21,83,Tuesday,False,,2025,10,43,21,1,False
makanan,Food & Culinary,ID,2025-10-22,80,Wednesday,False,,2025,10,43,22,2,False
makanan,Food & Culinary,ID,2025-10-23,81,Thursday,False,,2025,10,43,23,3,False
makanan,Food & Culinary,ID,2025-10-24,75,Friday,False,,2025,10,43,24,4,False
makanan,Food & Culinary,ID,2025-10-25,68,Saturday,False,,2025,10,43,25,5,True
makanan,Food & Culinary,ID,2025-10-26,74,Sunday,False,,2025,10,43,26,6,True
makanan,Food & Culinary,ID,2025-10-27,80,Monday,False,,2025,10,44,27,0,False
makanan,Food & Culinary,ID,2025-10-28,85,Tuesday,False,,2025,10,44,28,1,False
makanan,Food & Culinary,ID,2025-10-29,83,Wednesday,False,,2025,10,44,29,2,False
makanan,Food & Culinary,ID,2025-10-30,83,Thursday,False,,2025,10,44,30,3,False
makanan,Food & Culinary,ID,2025-10-31,69,Friday,False,,2025,10,44,31,4,False
makanan,Food & Culinary,ID,2025-11-01,66,Saturday,False,,2025,11,44,1,5,True
makanan,Food & Culinary,ID,2025-11-02,69,Sunday,False,,2025,11,44,2,6,True
makanan,Food & Culinary,ID,2025-11-03,77,Monday,False,,2025,11,45,3,0,False
makanan,Food & Culinary,ID,2025-11-04,76,Tuesday,False,,2025,11,45,4,1,False
makanan,Food & Culinary,ID,2025-11-05,82,Wednesday,False,,2025,11,45,5,2,False
makanan,Food & Culinary,ID,2025-11-06,77,Thursday,False,,2025,11,45,6,3,False
makanan,Food & Culinary,ID,2025-11-07,73,Friday,False,,2025,11,45,7,4,False
makanan,Food & Culinary,ID,2025-11-08,63,Saturday,False,,2025,11,45,8,5,True
makanan,Food & Culinary,ID,2025-11-09,67,Sunday,False,,2025,11,45,9,6,True
makanan,Food & Culinary,ID,2025-11-10,78,Monday,False,,2025,11,46,10,0,False
makanan,Food & Culinary,ID,2025-11-11,88,Tuesday,False,,2025,11,46,11,1,False
makanan,Food & Culinary,ID,2025-11-12,88,Wednesday,False,,2025,11,46,12,2,False
makanan,Food & Culinary,ID,2025-11-13,81,Thursday,False,,2025,11,46,13,3,False
makanan,Food & Culinary,ID,2025-11-14,73,Friday,False,,2025,11,46,14,4,False
makanan,Food & Culinary,ID,2025-11-15,66,Saturday,False,,2025,11,46,15,5,True
makanan,Food & Culinary,ID,2025-11-16,77,Sunday,False,,2025,11,46,16,6,True
makanan,Food & Culinary,ID,2025-11-17,84,Monday,False,,2025,11,47,17,0,False
makanan,Food & Culinary,ID,2025-11-18,82,Tuesday,False,,2025,11,47,18,1,False
makanan,Food & Culinary,ID,2025-11-19,87,Wednesday,False,,2025,11,47,19,2,False
makanan,Food & Culinary,ID,2025-11-20,78,Thursday,False,,2025,11,47,20,3,False
makanan,Food & Culinary,ID,2025-11-21,69,Friday,False,,2025,11,47,21,4,False
makanan,Food & Culinary,ID,2025-11-22,65,Saturday,False,,2025,11,47,22,5,True
makanan,Food & Culinary,ID,2025-11-23,76,Sunday,False,,2025,11,47,23,6,True
makanan,Food & Culinary,ID,2025-11-24,76,Monday,False,,2025,11,48,24,0,False
makanan,Food & Culinary,ID,2025-11-25,72,Tuesday,False,,2025,11,48,25,1,False
makanan,Food & Culinary,ID,2025-11-26,83,Wednesday,False,,2025,11,48,26,2,False
makanan,Food & Culinary,ID,2025-11-27,80,Thursday,False,,2025,11,48,27,3,False
makanan,Food & Culinary,ID,2025-11-28,71,Friday,False,,2025,11,48,28,4,False
makanan,Food & Culinary,ID,2025-11-29,62,Saturday,False,,2025,11,48,29,5,True
makanan,Food & Culinary,ID,2025-11-30,74,Sunday,False,,2025,11,48,30,6,True
makanan,Food & Culinary,ID,2025-12-01,93,Monday,False,,2025,12,49,1,0,False
makanan,Food & Culinary,ID,2025-12-02,94,Tuesday,False,,2025,12,49,2,1,False
makanan,Food & Culinary,ID,2025-12-03,100,Wednesday,False,,2025,12,49,3,2,False
makanan,Food & Culinary,ID,2025-12-04,87,Thursday,False,,2025,12,49,4,3,False
makanan,Food & Culinary,ID,2025-12-05,82,Friday,False,,2025,12,49,5,4,False
makanan,Food & Culinary,ID,2025-12-06,70,Saturday,False,,2025,12,49,6,5,True
makanan,Food & Culinary,ID,2025-12-07,74,Sunday,False,,2025,12,49,7,6,True
makanan,Food & Culinary,ID,2025-12-08,81,Monday,False,,2025,12,50,8,0,False
makanan,Food & Culinary,ID,2025-12-09,79,Tuesday,False,,2025,12,50,9,1,False
makanan,Food & Culinary,ID,2025-12-10,75,Wednesday,False,,2025,12,50,10,2,False
makanan,Food & Culinary,ID,2025-12-11,72,Thursday,False,,2025,12,50,11,3,False
makanan,Food & Culinary,ID,2025-12-12,65,Friday,False,,2025,12,50,12,4,False
makanan,Food & Culinary,ID,2025-12-13,67,Saturday,False,,2025,12,50,13,5,True
makanan,Food & Culinary,ID,2025-12-14,66,Sunday,False,,2025,12,50,14,6,True
makanan,Food & Culinary,ID,2025-12-15,66,Monday,False,,2025,12,51,15,0,False
makanan,Food & Culinary,ID,2025-12-16,65,Tuesday,False,,2025,12,51,16,1,False
makanan,Food & Culinary,ID,2025-12-17,64,Wednesday,False,,2025,12,51,17,2,False
makanan,Food & Culinary,ID,2025-12-18,60,Thursday,False,,2025,12,51,18,3,False
makanan,Food & Culinary,ID,2025-12-19,62,Friday,False,,2025,12,51,19,4,False
makeup,Fashion & Beauty,ID,2025-09-19,61,Friday,False,,2025,9,38,19,4,False
makeup,Fashion & Beauty,ID,2025-09-20,68,Saturday,False,,2025,9,38,20,5,True
makeup,Fashion & Beauty,ID,2025-09-21,64,Sunday,False,,2025,9,38,21,6,True
makeup,Fashion & Beauty,ID,2025-09-22,64,Monday,False,,2025,9,39,22,0,False
makeup,Fashion & Beauty,ID,2025-09-23,74,Tuesday,False,,2025,9,39,23,1,False
makeup,Fashion & Beauty,ID,2025-09-24,55,Wednesday,False,,2025,9,39,24,2,False
makeup,Fashion & Beauty,ID,2025-09-25,64,Thursday,False,,2025,9,39,25,3,False
makeup,Fashion & Beauty,ID,2025-09-26,77,Friday,False,,2025,9,39,26,4,False
makeup,Fashion & Beauty,ID,2025-09-27,65,Saturday,False,,2025,9,39,27,5,True
makeup,Fashion & Beauty,ID,2025-09-28,70,Sunday,False,,2025,9,39,28,6,True
makeup,Fashion & Beauty,ID,2025-09-29,59,Monday,False,,2025,9,40,29,0,False
makeup,Fashion & Beauty,ID,2025-09-30,56,Tuesday,False,,2025,9,40,30,1,False
makeup,Fashion & Beauty,ID,2025-10-01,57,Wednesday,False,,2025,10,40,1,2,False
makeup,Fashion & Beauty,ID,2025-10-02,63,Thursday,False,,2025,10,40,2,3,False
makeup,Fashion & Beauty,ID,2025-10-03,54,Friday,False,,2025,10,40,3,4,False
makeup,Fashion & Beauty,ID,2025-10-04,65,Saturday,False,,2025,10,40,4,5,True
makeup,Fashion & Beauty,ID,2025-10-05,77,Sunday,False,,2025,10,40,5,6,True
makeup,Fashion & Beauty,ID,2025-10-06,56,Monday,False,,2025,10,41,6,0,False
makeup,Fashion & Beauty,ID,2025-10-07,66,Tuesday,False,,2025,10,41,7,1,False
makeup,Fashion & Beauty,ID,2025-10-08,55,Wednesday,False,,2025,10,41,8,2,False
makeup,Fashion & Beauty,ID,2025-10-09,62,Thursday,False,,2025,10,41,9,3,False
makeup,Fashion & Beauty,ID,2025-10-10,74,Friday,False,,2025,10,41,10,4,False
makeup,Fashion & Beauty,ID,2025-10-11,72,Saturday,False,,2025,10,41,11,5,True
makeup,Fashion & Beauty,ID,2025-10-12,69,Sunday,False,,2025,10,41,12,6,True
makeup,Fashion & Beauty,ID,2025-10-13,69,Monday,False,,2025,10,42,13,0,False
makeup,Fashion & Beauty,ID,2025-10-14,62,Tuesday,False,,2025,10,42,14,1,False
makeup,Fashion & Beauty,ID,2025-10-15,59,Wednesday,False,,2025,10,42,15,2,False
makeup,Fashion & Beauty,ID,2025-10-16,71,Thursday,False,,2025,10,42,16,3,False
makeup,Fashion & Beauty,ID,2025-10-17,66,Friday,False,,2025,10,42,17,4,False
makeup,Fashion & Beauty,ID,2025-10-18,82,Saturday,False,,2025,10,42,18,5,True
makeup,Fashion & Beauty,ID,2025-10-19,65,Sunday,False,,2025,10,42,19,6,True
makeup,Fashion & Beauty,ID,2025-10-20,60,Monday,False,,2025,10,43,20,0,False
makeup,Fashion & Beauty,ID,2025-10-21,65,Tuesday,False,,2025,10,43,21,1,False
makeup,Fashion & Beauty,ID,2025-10-22,67,Wednesday,False,,2025,10,43,22,2,False
makeup,Fashion & Beauty,ID,2025-10-23,75,Thursday,False,,2025,10,43,23,3,False
makeup,Fashion & Beauty,ID,2025-10-24,70,Friday,False,,2025,10,43,24,4,False
makeup,Fashion & Beauty,ID,2025-10-25,83,Saturday,False,,2025,10,43,25,5,True
makeup,Fashion & Beauty,ID,2025-10-26,68,Sunday,False,,2025,10,43,26,6,True
makeup,Fashion & Beauty,ID,2025-10-27,73,Monday,False,,2025,10,44,27,0,False
makeup,Fashion & Beauty,ID,2025-10-28,76,Tuesday,False,,2025,10,44,28,1,False
makeup,Fashion & Beauty,ID,2025-10-29,66,Wednesday,False,,2025,10,44,29,2,False
makeup,Fashion & Beauty,ID,2025-10-30,94,Thursday,False,,2025,10,44,30,3,False
makeup,Fashion & Beauty,ID,2025-10-31,100,Friday,False,,2025,10,44,31,4,False
makeup,Fashion & Beauty,ID,2025-11-01,77,Saturday,False,,2025,11,44,1,5,True
makeup,Fashion & Beauty,ID,2025-11-02,76,Sunday,False,,2025,11,44,2,6,True
makeup,Fashion & Beauty,ID,2025-11-03,67,Monday,False,,2025,11,45,3,0,False
makeup,Fashion & Beauty,ID,2025-11-04,77,Tuesday,False,,2025,11,45,4,1,False
makeup,Fashion & Beauty,ID,2025-11-05,73,Wednesday,False,,2025,11,45,5,2,False
makeup,Fashion & Beauty,ID,2025-11-06,67,Thursday,False,,2025,11,45,6,3,False
makeup,Fashion & Beauty,ID,2025-11-07,88,Friday,False,,2025,11,45,7,4,False
makeup,Fashion & Beauty,ID,2025-11-08,83,Saturday,False,,2025,11,45,8,5,True
makeup,Fashion & Beauty,ID,2025-11-09,88,Sunday,False,,2025,11,45,9,6,True
makeup,Fashion & Beauty,ID,2025-11-10,82,Monday,False,,2025,11,46,10,0,False
makeup,Fashion & Beauty,ID,2025-11-11,83,Tuesday,False,,2025,11,46,11,1,False
makeup,Fashion & Beauty,ID,2025-11-12,70,Wednesday,False,,2025,11,46,12,2,False
makeup,Fashion & Beauty,ID,2025-11-13,65,Thursday,False,,2025,11,46,13,3,False
makeup,Fashion & Beauty,ID,2025-11-14,73,Friday,False,,2025,11,46,14,4,False
makeup,Fashion & Beauty,ID,2025-11-15,83,Saturday,False,,2025,11,46,15,5,True
makeup,Fashion & Beauty,ID,2025-11-16,85,Sunday,False,,2025,11,46,16,6,True
makeup,Fashion & Beauty,ID,2025-11-17,70,Monday,False,,2025,11,47,17,0,False
makeup,Fashion & Beauty,ID,2025-11-18,65,Tuesday,False,,2025,11,47,18,1,False
makeup,Fashion & Beauty,ID,2025-11-19,65,Wednesday,False,,2025,11,47,19,2,False
makeup,Fashion & Beauty,ID,2025-11-20,86,Thursday,False,,2025,11,47,20,3,False
makeup,Fashion & Beauty,ID,2025-11-21,98,Friday,False,,2025,11,47,21,4,False
makeup,Fashion & Beauty,ID,2025-11-22,93,Saturday,False,,2025,11,47,22,5,True
makeup,Fashion & Beauty,ID,2025-11-23,80,Sunday,False,,2025,11,47,23,6,True
makeup,Fashion & Beauty,ID,2025-11-24,72,Monday,False,,2025,11,48,24,0,False
makeup,Fashion & Beauty,ID,2025-11-25,87,Tuesday,False,,2025,11,48,25,1,False
makeup,Fashion & Beauty,ID,2025-11-26,69,Wednesday,False,,2025,11,48,26,2,False
makeup,Fashion & Beauty,ID,2025-11-27,78,Thursday,False,,2025,11,48,27,3,False
makeup,Fashion & Beauty,ID,2025-11-28,70,Friday,False,,2025,11,48,28,4,False
makeup,Fashion & Beauty,ID,2025-11-29,66,Saturday,False,,2025,11,48,29,5,True
makeup,Fashion & Beauty,ID,2025-11-30,76,Sunday,False,,2025,11,48,30,6,True
makeup,Fashion & Beauty,ID,2025-12-01,76,Monday,False,,2025,12,49,1,0,False
makeup,Fashion & Beauty,ID,2025-12-02,84,Tuesday,False,,2025,12,49,2,1,False
makeup,Fashion & Beauty,ID,2025-12-03,87,Wednesday,False,,2025,12,49,3,2,False
makeup,Fashion & Beauty,ID,2025-12-04,89,Thursday,False,,2025,12,49,4,3,False
makeup,Fashion & Beauty,ID,2025-12-05,75,Friday,False,,2025,12,49,5,4,False
makeup,Fashion & Beauty,ID,2025-12-06,79,Saturday,False,,2025,12,49,6,5,True
makeup,Fashion & Beauty,ID,2025-12-07,82,Sunday,False,,2025,12,49,7,6,True
makeup,Fashion & Beauty,ID,2025-12-08,71,Monday,False,,2025,12,50,8,0,False
makeup,Fashion & Beauty,ID,2025-12-09,71,Tuesday,False,,2025,12,50,9,1,False
makeup,Fashion & Beauty,ID,2025-12-10,69,Wednesday,False,,2025,12,50,10,2,False
makeup,Fashion & Beauty,ID,2025-12-11,77,Thursday,False,,2025,12,50,11,3,False
makeup,Fashion & Beauty,ID,2025-12-12,83,Friday,False,,2025,12,50,12,4,False
makeup,Fashion & Beauty,ID,2025-12-13,83,Saturday,False,,2025,12,50,13,5,True
makeup,Fashion & Beauty,ID,2025-12-14,83,Sunday,False,,2025,12,50,14,6,True
makeup,Fashion & Beauty,ID,2025-12-15,73,Monday,False,,2025,12,51,15,0,False
makeup,Fashion & Beauty,ID,2025-12-16,73,Tuesday,False,,2025,12,51,16,1,False
makeup,Fashion & Beauty,ID,2025-12-17,73,Wednesday,False,,2025,12,51,17,2,False
makeup,Fashion & Beauty,ID,2025-12-18,77,Thursday,False,,2025,12,51,18,3,False
makeup,Fashion & Beauty,ID,2025-12-19,79,Friday,False,,2025,12,51,19,4,False
mobile legends,Gaming & Esports,ID,2025-09-21,59,Sunday,False,,2025,9,38,21,6,True
mobile legends,Gaming & Esports,ID,2025-09-22,57,Monday,False,,2025,9,39,22,0,False
mobile legends,Gaming & Esports,ID,2025-09-23,61,Tuesday,False,,2025,9,39,23,1,False
mobile legends,Gaming & Esports,ID,2025-09-24,46,Wednesday,False,,2025,9,39,24,2,False
mobile legends,Gaming & Esports,ID,2025-09-25,56,Thursday,False,,2025,9,39,25,3,False
mobile legends,Gaming & Esports,ID,2025-09-26,62,Friday,False,,2025,9,39,26,4,False
mobile legends,Gaming & Esports,ID,2025-09-27,67,Saturday,False,,2025,9,39,27,5,True
mobile legends,Gaming & Esports,ID,2025-09-28,67,Sunday,False,,2025,9,39,28,6,True
mobile legends,Gaming & Esports,ID,2025-09-29,52,Monday,False,,2025,9,40,29,0,False
mobile legends,Gaming & Esports,ID,2025-09-30,66,Tuesday,False,,2025,9,40,30,1,False
mobile legends,Gaming & Esports,ID,2025-10-01,60,Wednesday,False,,2025,10,40,1,2,False
mobile legends,Gaming & Esports,ID,2025-10-02,80,Thursday,False,,2025,10,40,2,3,False
mobile legends,Gaming & Esports,ID,2025-10-03,58,Friday,False,,2025,10,40,3,4,False
mobile legends,Gaming & Esports,ID,2025-10-04,71,Saturday,False,,2025,10,40,4,5,True
mobile legends,Gaming & Esports,ID,2025-10-05,73,Sunday,False,,2025,10,40,5,6,True
mobile legends,Gaming & Esports,ID,2025-10-06,52,Monday,False,,2025,10,41,6,0,False
mobile legends,Gaming & Esports,ID,2025-10-07,68,Tuesday,False,,2025,10,41,7,1,False
mobile legends,Gaming & Esports,ID,2025-10-08,51,Wednesday,False,,2025,10,41,8,2,False
mobile legends,Gaming & Esports,ID,2025-10-09,57,Thursday,False,,2025,10,41,9,3,False
mobile legends,Gaming & Esports,ID,2025-10-10,65,Friday,False,,2025,10,41,10,4,False
mobile legends,Gaming & Esports,ID,2025-10-11,74,Saturday,False,,2025,10,41,11,5,True
mobile legends,Gaming & Esports,ID,2025-10-12,67,Sunday,False,,2025,10,41,12,6,True
mobile legends,Gaming & Esports,ID,2025-10-13,45,Monday,False,,2025,10,42,13,0,False
mobile legends,Gaming & Esports,ID,2025-10-14,44,Tuesday,False,,2025,10,42,14,1,False
mobile legends,Gaming & Esports,ID,2025-10-15,60,Wednesday,False,,2025,10,42,15,2,False
mobile legends,Gaming & Esports,ID,2025-10-16,59,Thursday,False,,2025,10,42,16,3,False
mobile legends,Gaming & Esports,ID,2025-10-17,63,Friday,False,,2025,10,42,17,4,False
mobile legends,Gaming & Esports,ID,2025-10-18,57,Saturday,False,,2025,10,42,18,5,True
mobile legends,Gaming & Esports,ID,2025-10-19,69,Sunday,False,,2025,10,42,19,6,True
mobile legends,Gaming & Esports,ID,2025-10-20,58,Monday,False,,2025,10,43,20,0,False
mobile legends,Gaming & Esports,ID,2025-10-21,64,Tuesday,False,,2025,10,43,21,1,False
mobile legends,Gaming & Esports,ID,2025-10-22,53,Wednesday,False,,2025,10,43,22,2,False
mobile legends,Gaming & Esports,ID,2025-10-23,67,Thursday,False,,2025,10,43,23,3,False
mobile legends,Gaming & Esports,ID,2025-10-24,57,Friday,False,,2025,10,43,24,4,False
mobile legends,Gaming & Esports,ID,2025-10-25,70,Saturday,False,,2025,10,43,25,5,True
mobile legends,Gaming & Esports,ID,2025-10-26,79,Sunday,False,,2025,10,43,26,6,True
mobile legends,Gaming & Esports,ID,2025-10-27,52,Monday,False,,2025,10,44,27,0,False
mobile legends,Gaming & Esports,ID,2025-10-28,68,Tuesday,False,,2025,10,44,28,1,False
mobile legends,Gaming & Esports,ID,2025-10-29,57,Wednesday,False,,2025,10,44,29,2,False
mobile legends,Gaming & Esports,ID,2025-10-30,74,Thursday,False,,2025,10,44,30,3,False
mobile legends,Gaming & Esports,ID,2025-10-31,58,Friday,False,,2025,10,44,31,4,False
mobile legends,Gaming & Esports,ID,2025-11-01,78,Saturday,False,,2025,11,44,1,5,True
mobile legends,Gaming & Esports,ID,2025-11-02,97,Sunday,False,,2025,11,44,2,6,True
mobile legends,Gaming & Esports,ID,2025-11-03,68,Monday,False,,2025,11,45,3,0,False
mobile legends,Gaming & Esports,ID,2025-11-04,73,Tuesday,False,,2025,11,45,4,1,False
mobile legends,Gaming & Esports,ID,2025-11-05,80,Wednesday,False,,2025,11,45,5,2,False
mobile legends,Gaming & Esports,ID,2025-11-06,63,Thursday,False,,2025,11,45,6,3,False
mobile legends,Gaming & Esports,ID,2025-11-07,79,Friday,False,,2025,11,45,7,4,False
mobile legends,Gaming & Esports,ID,2025-11-08,73,Saturday,False,,2025,11,45,8,5,True
mobile legends,Gaming & Esports,ID,2025-11-09,100,Sunday,False,,2025,11,45,9,6,True
mobile legends,Gaming & Esports,ID,2025-11-10,87,Monday,False,,2025,11,46,10,0,False
mobile legends,Gaming & Esports,ID,2025-11-11,81,Tuesday,False,,2025,11,46,11,1,False
mobile legends,Gaming & Esports,ID,2025-11-12,70,Wednesday,False,,2025,11,46,12,2,False
mobile legends,Gaming & Esports,ID,2025-11-13,65,Thursday,False,,2025,11,46,13,3,False
mobile legends,Gaming & Esports,ID,2025-11-14,76,Friday,False,,2025,11,46,14,4,False
mobile legends,Gaming & Esports,ID,2025-11-15,69,Saturday,False,,2025,11,46,15,5,True
mobile legends,Gaming & Esports,ID,2025-11-16,70,Sunday,False,,2025,11,46,16,6,True
mobile legends,Gaming & Esports,ID,2025-11-17,70,Monday,False,,2025,11,47,17,0,False
mobile legends,Gaming & Esports,ID,2025-11-18,69,Tuesday,False,,2025,11,47,18,1,False
mobile legends,Gaming & Esports,ID,2025-11-19,67,Wednesday,False,,2025,11,47,19,2,False
mobile legends,Gaming & Esports,ID,2025-11-20,63,Thursday,False,,2025,11,47,20,3,False
