keyword,category,region,date,interest_value,day_of_week,is_holiday,holiday_name,year,month,week,day,dayofweek,is_weekend
beasiswa,Education & Career,ID,2025-09-21,80,Sunday,False,,2025,9,38,21,6,True
beasiswa,Education & Career,ID,2025-09-22,93,Monday,False,,2025,9,39,22,0,False
beasiswa,Education & Career,ID,2025-09-23,89,Tuesday,False,,2025,9,39,23,1,False
beasiswa,Education & Career,ID,2025-09-24,89,Wednesday,False,,2025,9,39,24,2,False
beasiswa,Education & Career,ID,2025-09-25,86,Thursday,False,,2025,9,39,25,3,False
beasiswa,Education & Career,ID,2025-09-26,93,Friday,False,,2025,9,39,26,4,False
beasiswa,Education & Career,ID,2025-09-27,84,Saturday,False,,2025,9,39,27,5,True
beasiswa,Education & Career,ID,2025-09-28,80,Sunday,False,,2025,9,39,28,6,True
beasiswa,Education & Career,ID,2025-09-29,88,Monday,False,,2025,9,40,29,0,False
beasiswa,Education & Career,ID,2025-09-30,95,Tuesday,False,,2025,9,40,30,1,False
beasiswa,Education & Career,ID,2025-10-01,100,Wednesday,False,,2025,10,40,1,2,False
beasiswa,Education & Career,ID,2025-10-02,96,Thursday,False,,2025,10,40,2,3,False
beasiswa,Education & Career,ID,2025-10-03,89,Friday,False,,2025,10,40,3,4,False
beasiswa,Education & Career,ID,2025-10-04,86,Saturday,False,,2025,10,40,4,5,True
beasiswa,Education & Career,ID,2025-10-05,80,Sunday,False,,2025,10,40,5,6,True
beasiswa,Education & Career,ID,2025-10-06,91,Monday,False,,2025,10,41,6,0,False
beasiswa,Education & Career,ID,2025-10-07,88,Tuesday,False,,2025,10,41,7,1,False
beasiswa,Education & Career,ID,2025-10-08,79,Wednesday,False,,2025,10,41,8,2,False
beasiswa,Education & Career,ID,2025-10-09,79,Thursday,False,,2025,10,41,9,3,False
beasiswa,Education & Career,ID,2025-10-10,78,Friday,False,,2025,10,41,10,4,False
beasiswa,Education & Career,ID,2025-10-11,62,Saturday,False,,2025,10,41,11,5,True
beasiswa,Education & Career,ID,2025-10-12,68,Sunday,False,,2025,10,41,12,6,True
beasiswa,Education & Career,ID,2025-10-13,80,Monday,False,,2025,10,42,13,0,False
beasiswa,Education & Career,ID,2025-10-14,78,Tuesday,False,,2025,10,42,14,1,False
beasiswa,Education & Career,ID,2025-10-15,87,Wednesday,False,,2025,10,42,15,2,False
beasiswa,Education & Career,ID,2025-10-16,75,Thursday,False,,2025,10,42,16,3,False
beasiswa,Education & Career,ID,2025-10-17,74,Friday,False,,2025,10,42,17,4,False
beasiswa,Education & Career,ID,2025-10-18,72,Saturday,False,,2025,10,42,18,5,True
beasiswa,Education & Career,ID,2025-10-19,71,Sunday,False,,2025,10,42,19,6,True
beasiswa,Education & Career,ID,2025-10-20,80,Monday,False,,2025,10,43,20,0,False
beasiswa,Education & Career,ID,2025-10-21,77,Tuesday,False,,2025,10,43,21,1,False
beasiswa,Education & Career,ID,2025-10-22,80,Wednesday,False,,2025,10,43,22,2,False
beasiswa,Education & Career,ID,2025-10-23,82,Thursday,False,,2025,10,43,23,3,False
beasiswa,Education & Career,ID,2025-10-24,84,Friday,False,,2025,10,43,24,4,False
beasiswa,Education & Career,ID,2025-10-25,69,Saturday,False,,2025,10,43,25,5,True
beasiswa,Education & Career,ID,2025-10-26,72,Sunday,False,,2025,10,43,26,6,True
beasiswa,Education & Career,ID,2025-10-27,81,Monday,False,,2025,10,44,27,0,False
beasiswa,Education & Career,ID,2025-10-28,81,Tuesday,False,,2025,10,44,28,1,False
beasiswa,Education & Career,ID,2025-10-29,83,Wednesday,False,,2025,10,44,29,2,False
beasiswa,Education & Career,ID,2025-10-30,93,Thursday,False,,2025,10,44,30,3,False
beasiswa,Education & Career,ID,2025-10-31,85,Friday,False,,2025,10,44,31,4,False
beasiswa,Education & Career,ID,2025-11-01,72,Saturday,False,,2025,11,44,1,5,True
beasiswa,Education & Career,ID,2025-11-02,67,Sunday,False,,2025,11,44,2,6,True
beasiswa,Education & Career,ID,2025-11-03,80,Monday,False,,2025,11,45,3,0,False
beasiswa,Education & Career,ID,2025-11-04,69,Tuesday,False,,2025,11,45,4,1,False
beasiswa,Education & Career,ID,2025-11-05,69,Wednesday,False,,2025,11,45,5,2,False
beasiswa,Education & Career,ID,2025-11-06,80,Thursday,False,,2025,11,45,6,3,False
beasiswa,Education & Career,ID,2025-11-07,70,Friday,False,,2025,11,45,7,4,False
beasiswa,Education & Career,ID,2025-11-08,69,Saturday,False,,2025,11,45,8,5,True
beasiswa,Education & Career,ID,2025-11-09,65,Sunday,False,,2025,11,45,9,6,True
beasiswa,Education & Career,ID,2025-11-10,84,Monday,False,,2025,11,46,10,0,False
beasiswa,Education & Career,ID,2025-11-11,75,Tuesday,False,,2025,11,46,11,1,False
beasiswa,Education & Career,ID,2025-11-12,81,Wednesday,False,,2025,11,46,12,2,False
beasiswa,Education & Career,ID,2025-11-13,73,Thursday,False,,2025,11,46,13,3,False
beasiswa,Education & Career,ID,2025-11-14,78,Friday,False,,2025,11,46,14,4,False
beasiswa,Education & Career,ID,2025-11-15,80,Saturday,False,,2025,11,46,15,5,True
beasiswa,Education & Career,ID,2025-11-16,72,Sunday,False,,2025,11,46,16,6,True
beasiswa,Education & Career,ID,2025-11-17,86,Monday,False,,2025,11,47,17,0,False
beasiswa,Education & Career,ID,2025-11-18,79,Tuesday,False,,2025,11,47,18,1,False
beasiswa,Education & Career,ID,2025-11-19,83,Wednesday,False,,2025,11,47,19,2,False
beasiswa,Education & Career,ID,2025-11-20,67,Thursday,False,,2025,11,47,20,3,False
beasiswa,Education & Career,ID,2025-11-21,80,Friday,False,,2025,11,47,21,4,False
beasiswa,Education & Career,ID,2025-11-22,65,Saturday,False,,2025,11,47,22,5,True
beasiswa,Education & Career,ID,2025-11-23,65,Sunday,False,,2025,11,47,23,6,True
beasiswa,Education & Career,ID,2025-11-24,80,Monday,False,,2025,11,48,24,0,False
beasiswa,Education & Career,ID,2025-11-25,64,Tuesday,False,,2025,11,48,25,1,False
beasiswa,Education & Career,ID,2025-11-26,70,Wednesday,False,,2025,11,48,26,2,False
beasiswa,Education & Career,ID,2025-11-27,74,Thursday,False,,2025,11,48,27,3,False
beasiswa,Education & Career,ID,2025-11-28,83,Friday,False,,2025,11,48,28,4,False
beasiswa,Education & Career,ID,2025-11-29,66,Saturday,False,,2025,11,48,29,5,True
beasiswa,Education & Career,ID,2025-11-30,61,Sunday,False,,2025,11,48,30,6,True
beasiswa,Education & Career,ID,2025-12-01,75,Monday,False,,2025,12,49,1,0,False
beasiswa,Education & Career,ID,2025-12-02,77,Tuesday,False,,2025,12,49,2,1,False
beasiswa,Education & Career,ID,2025-12-03,71,Wednesday,False,,2025,12,49,3,2,False
beasiswa,Education & Career,ID,2025-12-04,74,Thursday,False,,2025,12,49,4,3,False
beasiswa,Education & Career,ID,2025-12-05,71,Friday,False,,2025,12,49,5,4,False
beasiswa,Education & Career,ID,2025-12-06,55,Saturday,False,,2025,12,49,6,5,True
beasiswa,Education & Career,ID,2025-12-07,60,Sunday,False,,2025,12,49,7,6,True
beasiswa,Education & Career,ID,2025-12-08,68,Monday,False,,2025,12,50,8,0,False
beasiswa,Education & Career,ID,2025-12-09,69,Tuesday,False,,2025,12,50,9,1,False
beasiswa,Education & Career,ID,2025-12-10,64,Wednesday,False,,2025,12,50,10,2,False
beasiswa,Education & Career,ID,2025-12-11,70,Thursday,False,,2025,12,50,11,3,False
beasiswa,Education & Career,ID,2025-12-12,65,Friday,False,,2025,12,50,12,4,False
beasiswa,Education & Career,ID,2025-12-13,61,Saturday,False,,2025,12,50,13,5,True
beasiswa,Education & Career,ID,2025-12-14,60,Sunday,False,,2025,12,50,14,6,True
beasiswa,Education & Career,ID,2025-12-15,69,Monday,False,,2025,12,51,15,0,False
beasiswa,Education & Career,ID,2025-12-16,75,Tuesday,False,,2025,12,51,16,1,False
beasiswa,Education & Career,ID,2025-12-17,80,Wednesday,False,,2025,12,51,17,2,False
beasiswa,Education & Career,ID,2025-12-18,81,Thursday,False,,2025,12,51,18,3,False
beasiswa,Education & Career,ID,2025-12-19,87,Friday,False,,2025,12,51,19,4,False
beasiswa,Education & Career,ID,2025-12-20,73,Saturday,False,,2025,12,51,20,5,True
beasiswa,Education & Career,ID,2025-12-21,78,Sunday,False,,2025,12,51,21,6,True
beauty,Fashion & Beauty,ID,2025-09-19,67,Friday,False,,2025,9,38,19,4,False
beauty,Fashion & Beauty,ID,2025-09-20,68,Saturday,False,,2025,9,38,20,5,True
beauty,Fashion & Beauty,ID,2025-09-21,64,Sunday,False,,2025,9,38,21,6,True
beauty,Fashion & Beauty,ID,2025-09-22,66,Monday,False,,2025,9,39,22,0,False
beauty,Fashion & Beauty,ID,2025-09-23,65,Tuesday,False,,2025,9,39,23,1,False
beauty,Fashion & Beauty,ID,2025-09-24,63,Wednesday,False,,2025,9,39,24,2,False
beauty,Fashion & Beauty,ID,2025-09-25,73,Thursday,False,,2025,9,39,25,3,False
beauty,Fashion & Beauty,ID,2025-09-26,71,Friday,False,,2025,9,39,26,4,False
beauty,Fashion & Beauty,ID,2025-09-27,73,Saturday,False,,2025,9,39,27,5,True
beauty,Fashion & Beauty,ID,2025-09-28,65,Sunday,False,,2025,9,39,28,6,True
beauty,Fashion & Beauty,ID,2025-09-29,65,Monday,False,,2025,9,40,29,0,False
beauty,Fashion & Beauty,ID,2025-09-30,64,Tuesday,False,,2025,9,40,30,1,False
beauty,Fashion & Beauty,ID,2025-10-01,66,Wednesday,False,,2025,10,40,1,2,False
beauty,Fashion & Beauty,ID,2025-10-02,68,Thursday,False,,2025,10,40,2,3,False
beauty,Fashion & Beauty,ID,2025-10-03,66,Friday,False,,2025,10,40,3,4,False
beauty,Fashion & Beauty,ID,2025-10-04,76,Saturday,False,,2025,10,40,4,5,True
beauty,Fashion & Beauty,ID,2025-10-05,64,Sunday,False,,2025,10,40,5,6,True
beauty,Fashion & Beauty,ID,2025-10-06,67,Monday,False,,2025,10,41,6,0,False
beauty,Fashion & Beauty,ID,2025-10-07,72,Tuesday,False,,2025,10,41,7,1,False
beauty,Fashion & Beauty,ID,2025-10-08,66,Wednesday,False,,2025,10,41,8,2,False
beauty,Fashion & Beauty,ID,2025-10-09,66,Thursday,False,,2025,10,41,9,3,False
beauty,Fashion & Beauty,ID,2025-10-10,63,Friday,False,,2025,10,41,10,4,False
beauty,Fashion & Beauty,ID,2025-10-11,73,Saturday,False,,2025,10,41,11,5,True
beauty,Fashion & Beauty,ID,2025-10-12,70,Sunday,False,,2025,10,41,12,6,True
beauty,Fashion & Beauty,ID,2025-10-13,68,Monday,False,,2025,10,42,13,0,False
beauty,Fashion & Beauty,ID,2025-10-14,67,Tuesday,False,,2025,10,42,14,1,False
beauty,Fashion & Beauty,ID,2025-10-15,67,Wednesday,False,,2025,10,42,15,2,False
beauty,Fashion & Beauty,ID,2025-10-16,67,Thursday,False,,2025,10,42,16,3,False
beauty,Fashion & Beauty,ID,2025-10-17,70,Friday,False,,2025,10,42,17,4,False
beauty,Fashion & Beauty,ID,2025-10-18,66,Saturday,False,,2025,10,42,18,5,True
beauty,Fashion & Beauty,ID,2025-10-19,67,Sunday,False,,2025,10,42,19,6,True
beauty,Fashion & Beauty,ID,2025-10-20,59,Monday,False,,2025,10,43,20,0,False
beauty,Fashion & Beauty,ID,2025-10-21,62,Tuesday,False,,2025,10,43,21,1,False
beauty,Fashion & Beauty,ID,2025-10-22,64,Wednesday,False,,2025,10,43,22,2,False
beauty,Fashion & Beauty,ID,2025-10-23,61,Thursday,False,,2025,10,43,23,3,False
beauty,Fashion & Beauty,ID,2025-10-24,66,Friday,False,,2025,10,43,24,4,False
beauty,Fashion & Beauty,ID,2025-10-25,67,Saturday,False,,2025,10,43,25,5,True
beauty,Fashion & Beauty,ID,2025-10-26,68,Sunday,False,,2025,10,43,26,6,True
beauty,Fashion & Beauty,ID,2025-10-27,78,Monday,False,,2025,10,44,27,0,False
beauty,Fashion & Beauty,ID,2025-10-28,63,Tuesday,False,,2025,10,44,28,1,False
beauty,Fashion & Beauty,ID,2025-10-29,68,Wednesday,False,,2025,10,44,29,2,False
beauty,Fashion & Beauty,ID,2025-10-30,75,Thursday,False,,2025,10,44,30,3,False
beauty,Fashion & Beauty,ID,2025-10-31,80,Friday,False,,2025,10,44,31,4,False
beauty,Fashion & Beauty,ID,2025-11-01,80,Saturday,False,,2025,11,44,1,5,True
beauty,Fashion & Beauty,ID,2025-11-02,81,Sunday,False,,2025,11,44,2,6,True
beauty,Fashion & Beauty,ID,2025-11-03,73,Monday,False,,2025,11,45,3,0,False
beauty,Fashion & Beauty,ID,2025-11-04,77,Tuesday,False,,2025,11,45,4,1,False
beauty,Fashion & Beauty,ID,2025-11-05,77,Wednesday,False,,2025,11,45,5,2,False
beauty,Fashion & Beauty,ID,2025-11-06,97,Thursday,False,,2025,11,45,6,3,False
beauty,Fashion & Beauty,ID,2025-11-07,100,Friday,False,,2025,11,45,7,4,False
beauty,Fashion & Beauty,ID,2025-11-08,87,Saturday,False,,2025,11,45,8,5,True
beauty,Fashion & Beauty,ID,2025-11-09,93,Sunday,False,,2025,11,45,9,6,True
beauty,Fashion & Beauty,ID,2025-11-10,100,Monday,False,,2025,11,46,10,0,False
beauty,Fashion & Beauty,ID,2025-11-11,84,Tuesday,False,,2025,11,46,11,1,False
beauty,Fashion & Beauty,ID,2025-11-12,82,Wednesday,False,,2025,11,46,12,2,False
beauty,Fashion & Beauty,ID,2025-11-13,81,Thursday,False,,2025,11,46,13,3,False
beauty,Fashion & Beauty,ID,2025-11-14,74,Friday,False,,2025,11,46,14,4,False
beauty,Fashion & Beauty,ID,2025-11-15,84,Saturday,False,,2025,11,46,15,5,True
beauty,Fashion & Beauty,ID,2025-11-16,78,Sunday,False,,2025,11,46,16,6,True
beauty,Fashion & Beauty,ID,2025-11-17,77,Monday,False,,2025,11,47,17,0,False
beauty,Fashion & Beauty,ID,2025-11-18,77,Tuesday,False,,2025,11,47,18,1,False
beauty,Fashion & Beauty,ID,2025-11-19,79,Wednesday,False,,2025,11,47,19,2,False
beauty,Fashion & Beauty,ID,2025-11-20,82,Thursday,False,,2025,11,47,20,3,False
beauty,Fashion & Beauty,ID,2025-11-21,88,Friday,False,,2025,11,47,21,4,False
beauty,Fashion & Beauty,ID,2025-11-22,90,Saturday,False,,2025,11,47,22,5,True
beauty,Fashion & Beauty,ID,2025-11-23,79,Sunday,False,,2025,11,47,23,6,True
beauty,Fashion & Beauty,ID,2025-11-24,81,Monday,False,,2025,11,48,24,0,False
beauty,Fashion & Beauty,ID,2025-11-25,82,Tuesday,False,,2025,11,48,25,1,False
beauty,Fashion & Beauty,ID,2025-11-26,77,Wednesday,False,,2025,11,48,26,2,False
beauty,Fashion & Beauty,ID,2025-11-27,76,Thursday,False,,2025,11,48,27,3,False
beauty,Fashion & Beauty,ID,2025-11-28,80,Friday,False,,2025,11,48,28,4,False
beauty,Fashion & Beauty,ID,2025-11-29,82,Saturday,False,,2025,11,48,29,5,True
beauty,Fashion & Beauty,ID,2025-11-30,78,Sunday,False,,2025,11,48,30,6,True
beauty,Fashion & Beauty,ID,2025-12-01,77,Monday,False,,2025,12,49,1,0,False
beauty,Fashion & Beauty,ID,2025-12-02,77,Tuesday,False,,2025,12,49,2,1,False
beauty,Fashion & Beauty,ID,2025-12-03,88,Wednesday,False,,2025,12,49,3,2,False
beauty,Fashion & Beauty,ID,2025-12-04,93,Thursday,False,,2025,12,49,4,3,False
beauty,Fashion & Beauty,ID,2025-12-05,91,Friday,False,,2025,12,49,5,4,False
beauty,Fashion & Beauty,ID,2025-12-06,87,Saturday,False,,2025,12,49,6,5,True
beauty,Fashion & Beauty,ID,2025-12-07,87,Sunday,False,,2025,12,49,7,6,True
beauty,Fashion & Beauty,ID,2025-12-08,79,Monday,False,,2025,12,50,8,0,False
beauty,Fashion & Beauty,ID,2025-12-09,79,Tuesday,False,,2025,12,50,9,1,False
beauty,Fashion & Beauty,ID,2025-12-10,77,Wednesday,False,,2025,12,50,10,2,False
beauty,Fashion & Beauty,ID,2025-12-11,79,Thursday,False,,2025,12,50,11,3,False
beauty,Fashion & Beauty,ID,2025-12-12,83,Friday,False,,2025,12,50,12,4,False
beauty,Fashion & Beauty,ID,2025-12-13,81,Saturday,False,,2025,12,50,13,5,True
beauty,Fashion & Beauty,ID,2025-12-14,84,Sunday,False,,2025,12,50,14,6,True
beauty,Fashion & Beauty,ID,2025-12-15,78,Monday,False,,2025,12,51,15,0,False
beauty,Fashion & Beauty,ID,2025-12-16,81,Tuesday,False,,2025,12,51,16,1,False
beauty,Fashion & Beauty,ID,2025-12-17,79,Wednesday,False,,2025,12,51,17,2,False
beauty,Fashion & Beauty,ID,2025-12-18,82,Thursday,False,,2025,12,51,18,3,False
beauty,Fashion & Beauty,ID,2025-12-19,91,Friday,False,,2025,12,51,19,4,False
crypto,Finance & Investment,ID,2025-09-21,57,Sunday,False,,2025,9,38,21,6,True
crypto,Finance & Investment,ID,2025-09-22,61,Monday,False,,2025,9,39,22,0,False
crypto,Finance & Investment,ID,2025-09-23,60,Tuesday,False,,2025,9,39,23,1,False
crypto,Finance & Investment,ID,2025-09-24,56,Wednesday,False,,2025,9,39,24,2,False
crypto,Finance & Investment,ID,2025-09-25,63,Thursday,False,,2025,9,39,25,3,False
crypto,Finance & Investment,ID,2025-09-26,53,Friday,False,,2025,9,39,26,4,False
crypto,Finance & Investment,ID,2025-09-27,52,Saturday,False,,2025,9,39,27,5,True
crypto,Finance & Investment,ID,2025-09-28,57,Sunday,False,,2025,9,39,28,6,True
crypto,Finance & Investment,ID,2025-09-29,53,Monday,False,,2025,9,40,29,0,False
crypto,Finance & Investment,ID,2025-09-30,58,Tuesday,False,,2025,9,40,30,1,False
crypto,Finance & Investment,ID,2025-10-01,56,Wednesday,False,,2025,10,40,1,2,False
crypto,Finance & Investment,ID,2025-10-02,62,Thursday,False,,2025,10,40,2,3,False
crypto,Finance & Investment,ID,2025-10-03,57,Friday,False,,2025,10,40,3,4,False
crypto,Finance & Investment,ID,2025-10-04,54,Saturday,False,,2025,10,40,4,5,True
crypto,Finance & Investment,ID,2025-10-05,57,Sunday,False,,2025,10,40,5,6,True
crypto,Finance & Investment,ID,2025-10-06,62,Monday,False,,2025,10,41,6,0,False
crypto,Finance & Investment,ID,2025-10-07,64,Tuesday,False,,2025,10,41,7,1,False
crypto,Finance & Investment,ID,2025-10-08,59,Wednesday,False,,2025,10,41,8,2,False
crypto,Finance & Investment,ID,2025-10-09,59,Thursday,False,,2025,10,41,9,3,False
crypto,Finance & Investment,ID,2025-10-10,69,Friday,False,,2025,10,41,10,4,False
crypto,Finance & Investment,ID,2025-10-11,100,Saturday,False,,2025,10,41,11,5,True
crypto,Finance & Investment,ID,2025-10-12,89,Sunday,False,,2025,10,41,12,6,True
crypto,Finance & Investment,ID,2025-10-13,89,Monday,False,,2025,10,42,13,0,False
crypto,Finance & Investment,ID,2025-10-14,69,Tuesday,False,,2025,10,42,14,1,False
crypto,Finance & Investment,ID,2025-10-15,74,Wednesday,False,,2025,10,42,15,2,False
crypto,Finance & Investment,ID,2025-10-16,75,Thursday,False,,2025,10,42,16,3,False
crypto,Finance & Investment,ID,2025-10-17,76,Friday,False,,2025,10,42,17,4,False
crypto,Finance & Investment,ID,2025-10-18,60,Saturday,False,,2025,10,42,18,5,True
crypto,Finance & Investment,ID,2025-10-19,56,Sunday,False,,2025,10,42,19,6,True
crypto,Finance & Investment,ID,2025-10-20,55,Monday,False,,2025,10,43,20,0,False
crypto,Finance & Investment,ID,2025-10-21,55,Tuesday,False,,2025,10,43,21,1,False
crypto,Finance & Investment,ID,2025-10-22,58,Wednesday,False,,2025,10,43,22,2,False
crypto,Finance & Investment,ID,2025-10-23,53,Thursday,False,,2025,10,43,23,3,False
crypto,Finance & Investment,ID,2025-10-24,54,Friday,False,,2025,10,43,24,4,False
crypto,Finance & Investment,ID,2025-10-25,48,Saturday,False,,2025,10,43,25,5,True
crypto,Finance & Investment,ID,2025-10-26,58,Sunday,False,,2025,10,43,26,6,True
crypto,Finance & Investment,ID,2025-10-27,50,Monday,False,,2025,10,44,27,0,False
crypto,Finance & Investment,ID,2025-10-28,60,Tuesday,False,,2025,10,44,28,1,False
crypto,Finance & Investment,ID,2025-10-29,62,Wednesday,False,,2025,10,44,29,2,False
crypto,Finance & Investment,ID,2025-10-30,73,Thursday,False,,2025,10,44,30,3,False
crypto,Finance & Investment,ID,2025-10-31,70,Friday,False,,2025,10,44,31,4,False
crypto,Finance & Investment,ID,2025-11-01,71,Saturday,False,,2025,11,44,1,5,True
crypto,Finance & Investment,ID,2025-11-02,73,Sunday,False,,2025,11,44,2,6,True
crypto,Finance & Investment,ID,2025-11-03,74,Monday,False,,2025,11,45,3,0,False
crypto,Finance & Investment,ID,2025-11-04,88,Tuesday,False,,2025,11,45,4,1,False
crypto,Finance & Investment,ID,2025-11-05,78,Wednesday,False,,2025,11,45,5,2,False
crypto,Finance & Investment,ID,2025-11-06,68,Thursday,False,,2025,11,45,6,3,False
crypto,Finance & Investment,ID,2025-11-07,71,Friday,False,,2025,11,45,7,4,False
crypto,Finance & Investment,ID,2025-11-08,69,Saturday,False,,2025,11,45,8,5,True
crypto,Finance & Investment,ID,2025-11-09,66,Sunday,False,,2025,11,45,9,6,True
crypto,Finance & Investment,ID,2025-11-10,74,Monday,False,,2025,11,46,10,0,False
crypto,Finance & Investment,ID,2025-11-11,74,Tuesday,False,,2025,11,46,11,1,False
crypto,Finance & Investment,ID,2025-11-12,82,Wednesday,False,,2025,11,46,12,2,False
crypto,Finance & Investment,ID,2025-11-13,82,Thursday,False,,2025,11,46,13,3,False
crypto,Finance & Investment,ID,2025-11-14,89,Friday,False,,2025,11,46,14,4,False
crypto,Finance & Investment,ID,2025-11-15,72,Saturday,False,,2025,11,46,15,5,True
crypto,Finance & Investment,ID,2025-11-16,78,Sunday,False,,2025,11,46,16,6,True
crypto,Finance & Investment,ID,2025-11-17,76,Monday,False,,2025,11,47,17,0,False
crypto,Finance & Investment,ID,2025-11-18,73,Tuesday,False,,2025,11,47,18,1,False
crypto,Finance & Investment,ID,2025-11-19,71,Wednesday,False,,2025,11,47,19,2,False
crypto,Finance & Investment,ID,2025-11-20,74,Thursday,False,,2025,11,47,20,3,False
crypto,Finance & Investment,ID,2025-11-21,87,Friday,False,,2025,11,47,21,4,False
crypto,Finance & Investment,ID,2025-11-22,71,Saturday,False,,2025,11,47,22,5,True
crypto,Finance & Investment,ID,2025-11-23,69,Sunday,False,,2025,11,47,23,6,True
crypto,Finance & Investment,ID,2025-11-24,64,Monday,False,,2025,11,48,24,0,False
crypto,Finance & Investment,ID,2025-11-25,64,Tuesday,False,,2025,11,48,25,1,False
crypto,Finance & Investment,ID,2025-11-26,70,Wednesday,False,,2025,11,48,26,2,False
crypto,Finance & Investment,ID,2025-11-27,67,Thursday,False,,2025,11,48,27,3,False
crypto,Finance & Investment,ID,2025-11-28,67,Friday,False,,2025,11,48,28,4,False
crypto,Finance & Investment,ID,2025-11-29,61,Saturday,False,,2025,11,48,29,5,True
crypto,Finance & Investment,ID,2025-11-30,59,Sunday,False,,2025,11,48,30,6,True
crypto,Finance & Investment,ID,2025-12-01,69,Monday,False,,2025,12,49,1,0,False
crypto,Finance & Investment,ID,2025-12-02,67,Tuesday,False,,2025,12,49,2,1,False
crypto,Finance & Investment,ID,2025-12-03,65,Wednesday,False,,2025,12,49,3,2,False
crypto,Finance & Investment,ID,2025-12-04,65,Thursday,False,,2025,12,49,4,3,False
crypto,Finance & Investment,ID,2025-12-05,62,Friday,False,,2025,12,49,5,4,False
crypto,Finance & Investment,ID,2025-12-06,59,Saturday,False,,2025,12,49,6,5,True
crypto,Finance & Investment,ID,2025-12-07,43,Sunday,False,,2025,12,49,7,6,True
crypto,Finance & Investment,ID,2025-12-08,41,Monday,False,,2025,12,50,8,0,False
crypto,Finance & Investment,ID,2025-12-09,41,Tuesday,False,,2025,12,50,9,1,False
crypto,Finance & Investment,ID,2025-12-10,42,Wednesday,False,,2025,12,50,10,2,False
crypto,Finance & Investment,ID,2025-12-11,42,Thursday,False,,2025,12,50,11,3,False
crypto,Finance & Investment,ID,2025-12-12,39,Friday,False,,2025,12,50,12,4,False
crypto,Finance & Investment,ID,2025-12-13,42,Saturday,False,,2025,12,50,13,5,True
crypto,Finance & Investment,ID,2025-12-14,43,Sunday,False,,2025,12,50,14,6,True
crypto,Finance & Investment,ID,2025-12-15,47,Monday,False,,2025,12,51,15,0,False
crypto,Finance & Investment,ID,2025-12-16,54,Tuesday,False,,2025,12,51,16,1,False
crypto,Finance & Investment,ID,2025-12-17,50,Wednesday,False,,2025,12,51,17,2,False
crypto,Finance & Investment,ID,2025-12-18,53,Thursday,False,,2025,12,51,18,3,False
crypto,Finance & Investment,ID,2025-12-19,48,Friday,False,,2025,12,51,19,4,False
crypto,Finance & Investment,ID,2025-12-20,46,Saturday,False,,2025,12,51,20,5,True
crypto,Finance & Investment,ID,2025-12-21,40,Sunday,False,,2025,12,51,21,6,True
destinasi,Travel & Tourism,ID,2025-09-19,49,Friday,False,,2025,9,38,19,4,False
destinasi,Travel & Tourism,ID,2025-09-20,67,Saturday,False,,2025,9,38,20,5,True
destinasi,Travel & Tourism,ID,2025-09-21,52,Sunday,False,,2025,9,38,21,6,True
destinasi,Travel & Tourism,ID,2025-09-22,69,Monday,False,,2025,9,39,22,0,False
destinasi,Travel & Tourism,ID,2025-09-23,83,Tuesday,False,,2025,9,39,23,1,False
destinasi,Travel & Tourism,ID,2025-09-24,76,Wednesday,False,,2025,9,39,24,2,False
destinasi,Travel & Tourism,ID,2025-09-25,66,Thursday,False,,2025,9,39,25,3,False
destinasi,Travel & Tourism,ID,2025-09-26,76,Friday,False,,2025,9,39,26,4,False
destinasi,Travel & Tourism,ID,2025-09-27,64,Saturday,False,,2025,9,39,27,5,True
destinasi,Travel & Tourism,ID,2025-09-28,63,Sunday,False,,2025,9,39,28,6,True
destinasi,Travel & Tourism,ID,2025-09-29,80,Monday,False,,2025,9,40,29,0,False
destinasi,Travel & Tourism,ID,2025-09-30,51,Tuesday,False,,2025,9,40,30,1,False
destinasi,Travel & Tourism,ID,2025-10-01,67,Wednesday,False,,2025,10,40,1,2,False
destinasi,Travel & Tourism,ID,2025-10-02,74,Thursday,False,,2025,10,40,2,3,False
destinasi,Travel & Tourism,ID,2025-10-03,51,Friday,False,,2025,10,40,3,4,False
destinasi,Travel & Tourism,ID,2025-10-04,61,Saturday,False,,2025,10,40,4,5,True
destinasi,Travel & Tourism,ID,2025-10-05,60,Sunday,False,,2025,10,40,5,6,True
destinasi,Travel & Tourism,ID,2025-10-06,83,Monday,False,,2025,10,41,6,0,False
destinasi,Travel & Tourism,ID,2025-10-07,79,Tuesday,False,,2025,10,41,7,1,False
destinasi,Travel & Tourism,ID,2025-10-08,64,Wednesday,False,,2025,10,41,8,2,False
destinasi,Travel & Tourism,ID,2025-10-09,65,Thursday,False,,2025,10,41,9,3,False
destinasi,Travel & Tourism,ID,2025-10-10,72,Friday,False,,2025,10,41,10,4,False
destinasi,Travel & Tourism,ID,2025-10-11,54,Saturday,False,,2025,10,41,11,5,True
destinasi,Travel & Tourism,ID,2025-10-12,57,Sunday,False,,2025,10,41,12,6,True
destinasi,Travel & Tourism,ID,2025-10-13,59,Monday,False,,2025,10,42,13,0,False
destinasi,Travel & Tourism,ID,2025-10-14,82,Tuesday,False,,2025,10,42,14,1,False
destinasi,Travel & Tourism,ID,2025-10-15,68,Wednesday,False,,2025,10,42,15,2,False
destinasi,Travel & Tourism,ID,2025-10-16,63,Thursday,False,,2025,10,42,16,3,False
